symbol,side,type,quantity,limit_price
XRPUSDT,BUY,MARKET,4.94,0
BNBUSDT,BUY,MARKET,5.51,0
MATICUSDT,BUY,MARKET,5.66,0
ETHUSDT,BUY,MARKET,5.1,0
AVAXUSDT,SELL,MARKET,2.3,0
ETHUSDT,BUY,MARKET,19.7,0
AVAXUSDT,SELL,MARKET,8.25,0
XRPUSDT,SELL,MARKET,12.53,0
SOLUSDT,BUY,MARKET,3.12,0
MATICUSDT,SELL,MARKET,8.81,0
AVAXUSDT,BUY,MARKET,11.76,0
ETHUSDT,SELL,MARKET,18.59,0
MATICUSDT,SELL,MARKET,9.07,0
XRPUSDT,BUY,MARKET,8.35,0
BNBUSDT,SELL,MARKET,2.5,0
BNBUSDT,SELL,MARKET,7.23,0
XRPUSDT,BUY,MARKET,2.55,0
ETHUSDT,SELL,MARKET,19.3,0
DOGEUSDT,SELL,MARKET,11.73,0
ADAUSDT,BUY,MARKET,12.91,0
ADAUSDT,BUY,MARKET,15.29,0
BTCUSDT,SELL,MARKET,9.7,0
ETHUSDT,SELL,MARKET,1.74,0
ETHUSDT,SELL,MARKET,11.57,0
SOLUSDT,SELL,MARKET,17.05,0
ADAUSDT,SELL,MARKET,5.55,0
BNBUSDT,SELL,MARKET,7.38,0
AVAXUSDT,SELL,MARKET,2.73,0
SOLUSDT,SELL,MARKET,8.65,0
BTCUSDT,SELL,MARKET,11.91,0
XRPUSDT,SELL,MARKET,4.69,0
DOTUSDT,BUY,MARKET,3.94,0
DOGEUSDT,BUY,MARKET,8.19,0
AVAXUSDT,BUY,MARKET,5.87,0
DOTUSDT,SELL,MARKET,5.77,0
BTCUSDT,SELL,MARKET,17.12,0
ADAUSDT,SELL,MARKET,16.37,0
BTCUSDT,BUY,MARKET,2.72,0
DOTUSDT,BUY,MARKET,12.2,0
BNBUSDT,SELL,MARKET,1.68,0
BTCUSDT,BUY,MARKET,14.54,0
SOLUSDT,BUY,MARKET,17.0,0
DOGEUSDT,BUY,MARKET,0.41,0
DOGEUSDT,BUY,MARKET,1.01,0
ETHUSDT,SELL,MARKET,3.9,0
SOLUSDT,SELL,MARKET,14.6,0
ETHUSDT,BUY,MARKET,2.3,0
AVAXUSDT,BUY,MARKET,9.13,0
BTCUSDT,SELL,MARKET,19.69,0
ETHUSDT,SELL,MARKET,18.08,0
BNBUSDT,SELL,MARKET,10.78,0
DOGEUSDT,BUY,MARKET,5.08,0
DOGEUSDT,BUY,MARKET,16.36,0
DOGEUSDT,SELL,MARKET,15.82,0
ADAUSDT,SELL,MARKET,16.47,0
DOGEUSDT,SELL,MARKET,1.44,0
XRPUSDT,BUY,MARKET,8.12,0
AVAXUSDT,BUY,MARKET,16.33,0
ETHUSDT,BUY,MARKET,2.72,0
ETHUSDT,BUY,MARKET,11.41,0
MATICUSDT,SELL,MARKET,9.23,0
DOGEUSDT,SELL,MARKET,11.67,0
AVAXUSDT,BUY,MARKET,17.0,0
DOGEUSDT,SELL,MARKET,5.57,0
BTCUSDT,BUY,MARKET,15.04,0
SOLUSDT,SELL,MARKET,11.37,0
ETHUSDT,BUY,MARKET,8.11,0
BNBUSDT,BUY,MARKET,15.27,0
MATICUSDT,BUY,MARKET,3.88,0
ADAUSDT,BUY,MARKET,1.3,0
ETHUSDT,BUY,MARKET,10.47,0
BNBUSDT,SELL,MARKET,12.96,0
DOGEUSDT,SELL,MARKET,1.27,0
BTCUSDT,SELL,MARKET,17.9,0
ETHUSDT,BUY,MARKET,13.67,0
DOGEUSDT,SELL,MARKET,4.8,0
BTCUSDT,SELL,MARKET,11.61,0
ETHUSDT,SELL,MARKET,18.35,0
SOLUSDT,BUY,MARKET,7.71,0
BNBUSDT,SELL,MARKET,1.02,0
ETHUSDT,SELL,MARKET,2.03,0
DOGEUSDT,BUY,MARKET,2.32,0
MATICUSDT,SELL,MARKET,19.53,0
DOTUSDT,SELL,MARKET,4.75,0
BTCUSDT,SELL,MARKET,6.1,0
XRPUSDT,BUY,MARKET,9.46,0
AVAXUSDT,SELL,MARKET,15.4,0
BTCUSDT,SELL,MARKET,16.12,0
ETHUSDT,BUY,MARKET,13.56,0
MATICUSDT,SELL,MARKET,6.06,0
DOGEUSDT,SELL,MARKET,19.33,0
DOTUSDT,SELL,MARKET,2.4,0
ADAUSDT,SELL,MARKET,0.61,0
AVAXUSDT,SELL,MARKET,5.3,0
ETHUSDT,SELL,MARKET,14.68,0
DOTUSDT,SELL,MARKET,0.65,0
AVAXUSDT,BUY,MARKET,0.33,0
AVAXUSDT,BUY,MARKET,19.2,0
ETHUSDT,BUY,MARKET,11.52,0
SOLUSDT,SELL,MARKET,3.14,0
DOTUSDT,BUY,MARKET,10.67,0
DOGEUSDT,BUY,MARKET,13.03,0
DOTUSDT,BUY,MARKET,16.57,0
SOLUSDT,SELL,MARKET,17.38,0
BNBUSDT,BUY,MARKET,2.57,0
ETHUSDT,BUY,MARKET,3.39,0
XRPUSDT,BUY,MARKET,3.2,0
DOTUSDT,SELL,MARKET,1.65,0
ADAUSDT,SELL,MARKET,12.75,0
BTCUSDT,BUY,MARKET,16.21,0
ADAUSDT,SELL,MARKET,4.36,0
DOTUSDT,BUY,MARKET,5.76,0
XRPUSDT,SELL,MARKET,6.55,0
BTCUSDT,BUY,MARKET,13.23,0
DOTUSDT,BUY,MARKET,13.61,0
XRPUSDT,SELL,MARKET,19.96,0
ADAUSDT,BUY,MARKET,11.37,0
BNBUSDT,SELL,MARKET,17.68,0
XRPUSDT,BUY,MARKET,18.63,0
BNBUSDT,SELL,MARKET,19.81,0
SOLUSDT,BUY,MARKET,5.46,0
BTCUSDT,BUY,MARKET,17.5,0
SOLUSDT,SELL,MARKET,12.06,0
DOTUSDT,SELL,MARKET,16.33,0
BTCUSDT,BUY,MARKET,12.89,0
ETHUSDT,SELL,MARKET,10.38,0
AVAXUSDT,SELL,MARKET,18.84,0
BNBUSDT,SELL,MARKET,16.33,0
XRPUSDT,BUY,MARKET,1.74,0
ADAUSDT,SELL,MARKET,18.98,0
BTCUSDT,SELL,MARKET,4.86,0
MATICUSDT,SELL,MARKET,15.22,0
MATICUSDT,SELL,MARKET,7.69,0
SOLUSDT,SELL,MARKET,4.05,0
DOGEUSDT,BUY,MARKET,8.65,0
DOTUSDT,SELL,MARKET,4.65,0
BNBUSDT,BUY,MARKET,19.29,0
XRPUSDT,BUY,MARKET,14.22,0
BNBUSDT,SELL,MARKET,15.19,0
BNBUSDT,SELL,MARKET,11.37,0
ETHUSDT,BUY,MARKET,4.27,0
DOTUSDT,BUY,MARKET,8.85,0
DOTUSDT,BUY,MARKET,3.11,0
SOLUSDT,BUY,MARKET,15.84,0
XRPUSDT,SELL,MARKET,9.57,0
BTCUSDT,SELL,MARKET,7.8,0
BNBUSDT,SELL,MARKET,1.88,0
DOGEUSDT,SELL,MARKET,18.63,0
BTCUSDT,BUY,MARKET,9.3,0
SOLUSDT,SELL,MARKET,1.07,0
BNBUSDT,BUY,MARKET,18.63,0
DOGEUSDT,BUY,MARKET,4.83,0
BTCUSDT,SELL,MARKET,9.26,0
ETHUSDT,SELL,MARKET,15.47,0
MATICUSDT,BUY,MARKET,2.02,0
MATICUSDT,BUY,MARKET,10.2,0
ADAUSDT,BUY,MARKET,3.92,0
DOTUSDT,SELL,MARKET,3.38,0
SOLUSDT,SELL,MARKET,14.17,0
SOLUSDT,BUY,MARKET,14.59,0
XRPUSDT,SELL,MARKET,7.7,0
MATICUSDT,SELL,MARKET,13.23,0
AVAXUSDT,SELL,MARKET,10.13,0
SOLUSDT,SELL,MARKET,13.91,0
DOGEUSDT,SELL,MARKET,7.24,0
ETHUSDT,SELL,MARKET,2.09,0
DOGEUSDT,SELL,MARKET,10.62,0
BTCUSDT,BUY,MARKET,14.92,0
BTCUSDT,SELL,MARKET,14.73,0
DOTUSDT,SELL,MARKET,3.37,0
DOGEUSDT,BUY,MARKET,4.35,0
ETHUSDT,BUY,MARKET,2.43,0
DOGEUSDT,SELL,MARKET,8.88,0
DOGEUSDT,BUY,MARKET,4.49,0
ETHUSDT,SELL,MARKET,8.84,0
BTCUSDT,BUY,MARKET,14.53,0
SOLUSDT,BUY,MARKET,7.36,0
BTCUSDT,BUY,MARKET,0.71,0
MATICUSDT,BUY,MARKET,5.35,0
DOGEUSDT,SELL,MARKET,5.69,0
ADAUSDT,BUY,MARKET,2.9,0
ADAUSDT,BUY,MARKET,17.56,0
BTCUSDT,SELL,MARKET,17.79,0
XRPUSDT,SELL,MARKET,11.1,0
DOTUSDT,BUY,MARKET,12.19,0
BTCUSDT,SELL,MARKET,4.87,0
DOTUSDT,SELL,MARKET,12.51,0
MATICUSDT,BUY,MARKET,5.37,0
BTCUSDT,SELL,MARKET,5.75,0
BNBUSDT,SELL,MARKET,7.59,0
AVAXUSDT,SELL,MARKET,3.28,0
BTCUSDT,BUY,MARKET,1.26,0
DOTUSDT,SELL,MARKET,17.34,0
DOTUSDT,BUY,MARKET,3.28,0
XRPUSDT,BUY,MARKET,19.03,0
DOGEUSDT,SELL,MARKET,14.52,0
ETHUSDT,BUY,MARKET,10.68,0
ADAUSDT,SELL,MARKET,5.63,0
MATICUSDT,BUY,MARKET,11.13,0
BTCUSDT,SELL,MARKET,13.25,0
AVAXUSDT,BUY,MARKET,19.45,0
DOTUSDT,BUY,MARKET,14.65,0
XRPUSDT,BUY,MARKET,17.96,0
BTCUSDT,BUY,MARKET,16.33,0
SOLUSDT,SELL,MARKET,3.45,0
ADAUSDT,BUY,MARKET,11.52,0
DOTUSDT,BUY,MARKET,11.97,0
BTCUSDT,SELL,MARKET,3.66,0
BNBUSDT,BUY,MARKET,0.27,0
XRPUSDT,BUY,MARKET,5.92,0
BNBUSDT,BUY,MARKET,2.32,0
DOTUSDT,BUY,MARKET,12.65,0
XRPUSDT,SELL,MARKET,4.95,0
ADAUSDT,SELL,MARKET,9.18,0
AVAXUSDT,SELL,MARKET,12.32,0
BNBUSDT,SELL,MARKET,5.76,0
AVAXUSDT,BUY,MARKET,12.0,0
DOGEUSDT,BUY,MARKET,2.9,0
DOTUSDT,SELL,MARKET,16.27,0
SOLUSDT,SELL,MARKET,4.7,0
MATICUSDT,SELL,MARKET,9.31,0
MATICUSDT,SELL,MARKET,14.99,0
DOTUSDT,BUY,MARKET,10.38,0
AVAXUSDT,SELL,MARKET,4.31,0
DOGEUSDT,SELL,MARKET,2.34,0
XRPUSDT,BUY,MARKET,8.57,0
ETHUSDT,SELL,MARKET,11.55,0
AVAXUSDT,SELL,MARKET,19.84,0
DOTUSDT,BUY,MARKET,19.35,0
MATICUSDT,BUY,MARKET,11.47,0
SOLUSDT,SELL,MARKET,2.02,0
MATICUSDT,SELL,MARKET,15.8,0
ADAUSDT,BUY,MARKET,1.3,0
BNBUSDT,BUY,MARKET,14.93,0
ADAUSDT,SELL,MARKET,12.84,0
BNBUSDT,SELL,MARKET,3.33,0
BNBUSDT,BUY,MARKET,9.69,0
ADAUSDT,SELL,MARKET,1.38,0
ETHUSDT,SELL,MARKET,7.01,0
BNBUSDT,BUY,MARKET,17.11,0
ETHUSDT,SELL,MARKET,7.58,0
DOTUSDT,BUY,MARKET,14.76,0
ETHUSDT,BUY,MARKET,3.32,0
ADAUSDT,BUY,MARKET,1.91,0
ADAUSDT,BUY,MARKET,18.11,0
ETHUSDT,BUY,MARKET,14.5,0
SOLUSDT,BUY,MARKET,16.34,0
BNBUSDT,SELL,MARKET,8.16,0
DOTUSDT,BUY,MARKET,17.65,0
MATICUSDT,BUY,MARKET,12.41,0
AVAXUSDT,BUY,MARKET,1.91,0
XRPUSDT,SELL,MARKET,14.96,0
BTCUSDT,SELL,MARKET,9.23,0
DOTUSDT,SELL,MARKET,3.59,0
XRPUSDT,BUY,MARKET,12.63,0
ADAUSDT,SELL,MARKET,3.29,0
ADAUSDT,SELL,MARKET,10.0,0
XRPUSDT,BUY,MARKET,12.62,0
ADAUSDT,SELL,MARKET,4.7,0
BNBUSDT,SELL,MARKET,12.54,0
ADAUSDT,BUY,MARKET,15.79,0
MATICUSDT,SELL,MARKET,19.28,0
ETHUSDT,BUY,MARKET,3.95,0
AVAXUSDT,BUY,MARKET,14.48,0
BTCUSDT,BUY,MARKET,6.09,0
SOLUSDT,BUY,MARKET,17.84,0
ETHUSDT,BUY,MARKET,17.53,0
DOTUSDT,SELL,MARKET,9.13,0
AVAXUSDT,BUY,MARKET,13.85,0
XRPUSDT,BUY,MARKET,19.09,0
BNBUSDT,BUY,MARKET,17.54,0
SOLUSDT,SELL,MARKET,5.92,0
MATICUSDT,SELL,MARKET,4.17,0
ETHUSDT,SELL,MARKET,1.48,0
DOGEUSDT,SELL,MARKET,17.46,0
ADAUSDT,SELL,MARKET,15.3,0
SOLUSDT,BUY,MARKET,16.21,0
ETHUSDT,SELL,MARKET,3.78,0
ADAUSDT,SELL,MARKET,0.61,0
BNBUSDT,SELL,MARKET,1.46,0
ETHUSDT,SELL,MARKET,6.77,0
BTCUSDT,BUY,MARKET,1.82,0
ETHUSDT,BUY,MARKET,17.39,0
ETHUSDT,BUY,MARKET,7.49,0
BNBUSDT,SELL,MARKET,11.66,0
DOTUSDT,SELL,MARKET,11.87,0
SOLUSDT,BUY,MARKET,10.31,0
ADAUSDT,SELL,MARKET,9.31,0
BTCUSDT,SELL,MARKET,19.14,0
AVAXUSDT,BUY,MARKET,3.36,0
ETHUSDT,BUY,MARKET,4.83,0
DOGEUSDT,BUY,MARKET,11.04,0
ADAUSDT,BUY,MARKET,19.69,0
AVAXUSDT,BUY,MARKET,11.85,0
DOTUSDT,BUY,MARKET,7.13,0
BNBUSDT,SELL,MARKET,7.74,0
MATICUSDT,SELL,MARKET,0.84,0
DOTUSDT,SELL,MARKET,7.88,0
AVAXUSDT,BUY,MARKET,17.99,0
XRPUSDT,BUY,MARKET,3.6,0
ETHUSDT,BUY,MARKET,6.14,0
SOLUSDT,BUY,MARKET,5.21,0
MATICUSDT,SELL,MARKET,13.08,0
DOTUSDT,SELL,MARKET,1.55,0
ETHUSDT,SELL,MARKET,8.38,0
MATICUSDT,BUY,MARKET,7.55,0
ETHUSDT,SELL,MARKET,10.47,0
DOTUSDT,BUY,MARKET,7.79,0
ETHUSDT,SELL,MARKET,18.35,0
AVAXUSDT,BUY,MARKET,5.38,0
BNBUSDT,SELL,MARKET,7.44,0
BTCUSDT,BUY,MARKET,9.99,0
ETHUSDT,SELL,MARKET,1.49,0
MATICUSDT,SELL,MARKET,15.34,0
ADAUSDT,SELL,MARKET,14.75,0
XRPUSDT,SELL,MARKET,5.17,0
DOGEUSDT,SELL,MARKET,3.73,0
ETHUSDT,SELL,MARKET,11.32,0
AVAXUSDT,SELL,MARKET,1.85,0
AVAXUSDT,SELL,MARKET,3.96,0
AVAXUSDT,BUY,MARKET,1.99,0
DOTUSDT,BUY,MARKET,17.23,0
MATICUSDT,SELL,MARKET,11.97,0
BNBUSDT,BUY,MARKET,14.16,0
BNBUSDT,SELL,MARKET,6.92,0
MATICUSDT,SELL,MARKET,4.8,0
DOTUSDT,BUY,MARKET,19.02,0
XRPUSDT,BUY,MARKET,2.54,0
AVAXUSDT,SELL,MARKET,3.83,0
DOTUSDT,BUY,MARKET,1.45,0
MATICUSDT,SELL,MARKET,9.06,0
DOGEUSDT,SELL,MARKET,7.75,0
ETHUSDT,SELL,MARKET,5.12,0
DOGEUSDT,SELL,MARKET,18.78,0
ADAUSDT,BUY,MARKET,8.0,0
AVAXUSDT,BUY,MARKET,18.81,0
BTCUSDT,SELL,MARKET,13.73,0
BNBUSDT,BUY,MARKET,16.15,0
BNBUSDT,SELL,MARKET,12.42,0
ETHUSDT,SELL,MARKET,18.69,0
ADAUSDT,SELL,MARKET,12.39,0
MATICUSDT,SELL,MARKET,0.54,0
BTCUSDT,SELL,MARKET,7.98,0
MATICUSDT,SELL,MARKET,8.76,0
DOGEUSDT,BUY,MARKET,1.09,0
XRPUSDT,BUY,MARKET,3.44,0
ETHUSDT,BUY,MARKET,4.7,0
XRPUSDT,SELL,MARKET,14.32,0
DOGEUSDT,BUY,MARKET,4.42,0
ADAUSDT,SELL,MARKET,4.52,0
DOGEUSDT,BUY,MARKET,9.64,0
DOTUSDT,SELL,MARKET,12.78,0
DOGEUSDT,SELL,MARKET,12.71,0
ADAUSDT,BUY,MARKET,12.1,0
ETHUSDT,BUY,MARKET,15.08,0
DOGEUSDT,BUY,MARKET,14.48,0
ETHUSDT,BUY,MARKET,10.71,0
ETHUSDT,BUY,MARKET,14.35,0
DOGEUSDT,BUY,MARKET,16.68,0
AVAXUSDT,BUY,MARKET,7.52,0
ETHUSDT,SELL,MARKET,3.02,0
DOGEUSDT,SELL,MARKET,19.17,0
BNBUSDT,SELL,MARKET,16.06,0
SOLUSDT,SELL,MARKET,0.38,0
DOTUSDT,BUY,MARKET,14.18,0
ADAUSDT,SELL,MARKET,17.47,0
BTCUSDT,BUY,MARKET,14.79,0
DOGEUSDT,BUY,MARKET,10.84,0
DOGEUSDT,BUY,MARKET,13.53,0
DOGEUSDT,SELL,MARKET,7.5,0
MATICUSDT,SELL,MARKET,18.03,0
DOTUSDT,BUY,MARKET,2.5,0
BNBUSDT,BUY,MARKET,4.3,0
DOGEUSDT,SELL,MARKET,15.65,0
AVAXUSDT,SELL,MARKET,16.04,0
SOLUSDT,BUY,MARKET,1.89,0
AVAXUSDT,BUY,MARKET,13.23,0
ETHUSDT,SELL,MARKET,8.02,0
ADAUSDT,SELL,MARKET,14.3,0
DOTUSDT,BUY,MARKET,17.61,0
MATICUSDT,BUY,MARKET,17.53,0
MATICUSDT,BUY,MARKET,3.51,0
AVAXUSDT,SELL,MARKET,8.84,0
ETHUSDT,BUY,MARKET,8.59,0
MATICUSDT,SELL,MARKET,0.31,0
DOTUSDT,SELL,MARKET,15.47,0
ADAUSDT,SELL,MARKET,6.08,0
ETHUSDT,BUY,MARKET,14.99,0
ETHUSDT,BUY,MARKET,16.5,0
DOGEUSDT,BUY,MARKET,8.48,0
DOGEUSDT,BUY,MARKET,10.48,0
XRPUSDT,SELL,MARKET,4.2,0
SOLUSDT,BUY,MARKET,11.81,0
ETHUSDT,BUY,MARKET,7.66,0
BNBUSDT,SELL,MARKET,16.96,0
ADAUSDT,SELL,MARKET,10.08,0
ADAUSDT,SELL,MARKET,3.84,0
DOTUSDT,SELL,MARKET,2.36,0
DOGEUSDT,SELL,MARKET,9.65,0
ADAUSDT,SELL,MARKET,7.62,0
SOLUSDT,SELL,MARKET,18.93,0
ADAUSDT,BUY,MARKET,13.03,0
ETHUSDT,SELL,MARKET,4.93,0
ADAUSDT,SELL,MARKET,1.68,0
AVAXUSDT,SELL,MARKET,4.35,0
AVAXUSDT,SELL,MARKET,11.01,0
MATICUSDT,SELL,MARKET,3.12,0
SOLUSDT,SELL,MARKET,9.01,0
AVAXUSDT,SELL,MARKET,0.19,0
BNBUSDT,SELL,MARKET,19.14,0
XRPUSDT,BUY,MARKET,12.71,0
ADAUSDT,SELL,MARKET,13.11,0
ADAUSDT,BUY,MARKET,17.32,0
BTCUSDT,BUY,MARKET,3.21,0
DOGEUSDT,SELL,MARKET,1.81,0
DOGEUSDT,BUY,MARKET,17.28,0
MATICUSDT,BUY,MARKET,0.57,0
ETHUSDT,SELL,MARKET,10.14,0
ETHUSDT,BUY,MARKET,3.04,0
DOGEUSDT,BUY,MARKET,7.02,0
XRPUSDT,SELL,MARKET,1.42,0
ADAUSDT,BUY,MARKET,19.41,0
SOLUSDT,SELL,MARKET,2.32,0
AVAXUSDT,SELL,MARKET,8.24,0
AVAXUSDT,BUY,MARKET,5.68,0
XRPUSDT,SELL,MARKET,12.84,0
BTCUSDT,BUY,MARKET,11.23,0
SOLUSDT,SELL,MARKET,18.19,0
ADAUSDT,SELL,MARKET,11.03,0
BNBUSDT,SELL,MARKET,12.46,0
ADAUSDT,SELL,MARKET,8.58,0
ETHUSDT,SELL,MARKET,10.6,0
ADAUSDT,BUY,MARKET,5.22,0
BNBUSDT,SELL,MARKET,10.58,0
DOTUSDT,SELL,MARKET,17.7,0
DOTUSDT,BUY,MARKET,0.72,0
ETHUSDT,SELL,MARKET,6.7,0
ETHUSDT,BUY,MARKET,11.14,0
DOGEUSDT,BUY,MARKET,17.37,0
ADAUSDT,BUY,MARKET,2.59,0
BNBUSDT,SELL,MARKET,6.69,0
DOTUSDT,BUY,MARKET,9.86,0
SOLUSDT,SELL,MARKET,6.57,0
XRPUSDT,BUY,MARKET,8.43,0
DOGEUSDT,BUY,MARKET,14.42,0
MATICUSDT,BUY,MARKET,6.81,0
AVAXUSDT,SELL,MARKET,15.6,0
ADAUSDT,SELL,MARKET,16.03,0
BNBUSDT,SELL,MARKET,3.51,0
ADAUSDT,BUY,MARKET,19.91,0
BTCUSDT,SELL,MARKET,8.6,0
XRPUSDT,SELL,MARKET,18.0,0
SOLUSDT,BUY,MARKET,12.12,0
MATICUSDT,BUY,MARKET,7.24,0
XRPUSDT,BUY,MARKET,4.35,0
BTCUSDT,SELL,MARKET,17.11,0
DOGEUSDT,SELL,MARKET,17.58,0
DOTUSDT,SELL,MARKET,9.01,0
DOGEUSDT,BUY,MARKET,4.02,0
XRPUSDT,BUY,MARKET,14.64,0
ETHUSDT,SELL,MARKET,9.11,0
XRPUSDT,BUY,MARKET,16.26,0
MATICUSDT,SELL,MARKET,18.5,0
BNBUSDT,SELL,MARKET,4.04,0
BTCUSDT,SELL,MARKET,0.13,0
DOTUSDT,BUY,MARKET,8.65,0
DOTUSDT,SELL,MARKET,8.27,0
AVAXUSDT,SELL,MARKET,9.53,0
MATICUSDT,BUY,MARKET,9.46,0
ADAUSDT,BUY,MARKET,16.48,0
DOGEUSDT,BUY,MARKET,5.94,0
SOLUSDT,SELL,MARKET,13.92,0
ETHUSDT,BUY,MARKET,16.66,0
XRPUSDT,BUY,MARKET,17.31,0
DOGEUSDT,BUY,MARKET,9.13,0
XRPUSDT,BUY,MARKET,8.75,0
XRPUSDT,SELL,MARKET,9.99,0
AVAXUSDT,BUY,MARKET,5.38,0
BNBUSDT,BUY,MARKET,17.97,0
BNBUSDT,BUY,MARKET,13.88,0
DOGEUSDT,BUY,MARKET,9.24,0
XRPUSDT,SELL,MARKET,14.27,0
ADAUSDT,BUY,MARKET,3.78,0
XRPUSDT,BUY,MARKET,17.15,0
XRPUSDT,SELL,MARKET,7.05,0
MATICUSDT,BUY,MARKET,16.66,0
DOTUSDT,SELL,MARKET,15.32,0
AVAXUSDT,SELL,MARKET,13.14,0
BTCUSDT,BUY,MARKET,3.53,0
XRPUSDT,BUY,MARKET,19.22,0
DOGEUSDT,BUY,MARKET,2.85,0
XRPUSDT,BUY,MARKET,14.52,0
XRPUSDT,BUY,MARKET,6.7,0
BNBUSDT,SELL,MARKET,10.27,0
DOGEUSDT,SELL,MARKET,14.73,0
ETHUSDT,BUY,MARKET,14.61,0
ETHUSDT,SELL,MARKET,3.03,0
BNBUSDT,BUY,MARKET,8.89,0
ADAUSDT,SELL,MARKET,0.33,0
XRPUSDT,SELL,MARKET,12.11,0
DOTUSDT,SELL,MARKET,7.13,0
AVAXUSDT,BUY,MARKET,1.71,0
XRPUSDT,SELL,MARKET,13.25,0
DOGEUSDT,SELL,MARKET,1.84,0
BNBUSDT,SELL,MARKET,17.85,0
XRPUSDT,SELL,MARKET,17.98,0
BTCUSDT,BUY,MARKET,15.13,0
BTCUSDT,SELL,MARKET,18.55,0
DOGEUSDT,SELL,MARKET,7.46,0
DOGEUSDT,SELL,MARKET,16.35,0
XRPUSDT,BUY,MARKET,13.98,0
BNBUSDT,SELL,MARKET,19.25,0
ETHUSDT,BUY,MARKET,18.43,0
MATICUSDT,SELL,MARKET,16.92,0
BTCUSDT,BUY,MARKET,17.11,0
BTCUSDT,BUY,MARKET,13.4,0
XRPUSDT,SELL,MARKET,14.75,0
DOGEUSDT,SELL,MARKET,8.54,0
ADAUSDT,BUY,MARKET,13.65,0
SOLUSDT,SELL,MARKET,12.25,0
XRPUSDT,BUY,MARKET,4.46,0
XRPUSDT,BUY,MARKET,15.58,0
DOTUSDT,BUY,MARKET,8.58,0
BTCUSDT,BUY,MARKET,7.22,0
BNBUSDT,BUY,MARKET,11.48,0
ADAUSDT,BUY,MARKET,5.52,0
BNBUSDT,SELL,MARKET,19.66,0
XRPUSDT,BUY,MARKET,14.42,0
AVAXUSDT,BUY,MARKET,3.75,0
SOLUSDT,SELL,MARKET,6.63,0
SOLUSDT,BUY,MARKET,8.23,0
ETHUSDT,BUY,MARKET,2.55,0
AVAXUSDT,SELL,MARKET,16.0,0
XRPUSDT,SELL,MARKET,19.27,0
XRPUSDT,BUY,MARKET,7.42,0
ADAUSDT,SELL,MARKET,12.39,0
XRPUSDT,BUY,MARKET,7.09,0
SOLUSDT,BUY,MARKET,0.56,0
XRPUSDT,BUY,MARKET,10.61,0
ADAUSDT,BUY,MARKET,11.49,0
BNBUSDT,SELL,MARKET,17.66,0
AVAXUSDT,BUY,MARKET,9.88,0
ETHUSDT,BUY,MARKET,7.25,0
ADAUSDT,SELL,MARKET,1.13,0
ADAUSDT,SELL,MARKET,3.09,0
XRPUSDT,SELL,MARKET,12.79,0
DOGEUSDT,SELL,MARKET,7.68,0
BTCUSDT,BUY,MARKET,17.93,0
BTCUSDT,BUY,MARKET,3.12,0
XRPUSDT,SELL,MARKET,14.19,0
AVAXUSDT,BUY,MARKET,8.18,0
SOLUSDT,BUY,MARKET,16.54,0
XRPUSDT,BUY,MARKET,3.1,0
ETHUSDT,SELL,MARKET,12.04,0
MATICUSDT,SELL,MARKET,12.04,0
AVAXUSDT,BUY,MARKET,15.97,0
ETHUSDT,BUY,MARKET,18.3,0
BNBUSDT,BUY,MARKET,14.29,0
MATICUSDT,SELL,MARKET,9.66,0
XRPUSDT,BUY,MARKET,17.83,0
BTCUSDT,BUY,MARKET,15.67,0
ETHUSDT,BUY,MARKET,4.12,0
AVAXUSDT,SELL,MARKET,18.54,0
XRPUSDT,SELL,MARKET,16.02,0
MATICUSDT,BUY,MARKET,10.01,0
ETHUSDT,BUY,MARKET,4.95,0
XRPUSDT,SELL,MARKET,10.81,0
BTCUSDT,BUY,MARKET,10.84,0
DOTUSDT,BUY,MARKET,8.07,0
MATICUSDT,SELL,MARKET,7.58,0
DOTUSDT,SELL,MARKET,9.63,0
MATICUSDT,SELL,MARKET,18.9,0
XRPUSDT,SELL,MARKET,17.26,0
BTCUSDT,SELL,MARKET,12.19,0
AVAXUSDT,BUY,MARKET,14.65,0
BTCUSDT,SELL,MARKET,13.37,0
XRPUSDT,SELL,MARKET,0.54,0
DOGEUSDT,SELL,MARKET,19.65,0
ADAUSDT,BUY,MARKET,14.59,0
ADAUSDT,BUY,MARKET,15.46,0
XRPUSDT,SELL,MARKET,19.38,0
BTCUSDT,SELL,MARKET,17.09,0
BNBUSDT,SELL,MARKET,5.15,0
ETHUSDT,BUY,MARKET,8.15,0
ADAUSDT,BUY,MARKET,1.44,0
BTCUSDT,SELL,MARKET,11.81,0
AVAXUSDT,BUY,MARKET,17.76,0
DOTUSDT,SELL,MARKET,1.82,0
XRPUSDT,BUY,MARKET,14.56,0
SOLUSDT,SELL,MARKET,10.68,0
MATICUSDT,SELL,MARKET,9.35,0
SOLUSDT,SELL,MARKET,10.45,0
ADAUSDT,SELL,MARKET,19.73,0
XRPUSDT,SELL,MARKET,12.35,0
DOGEUSDT,BUY,MARKET,6.17,0
DOGEUSDT,SELL,MARKET,10.84,0
AVAXUSDT,SELL,MARKET,16.75,0
BNBUSDT,SELL,MARKET,10.41,0
ETHUSDT,SELL,MARKET,7.97,0
XRPUSDT,BUY,MARKET,9.05,0
SOLUSDT,BUY,MARKET,5.09,0
ADAUSDT,BUY,MARKET,14.05,0
